Origin,m/z exp.,Chem. Formula,m/z calc.,m/z error (ppm),Ion type
HR-5,177.019428,C9H6O4,177.019332,0.541,[M-H]-
HR-5,177.019428,C9H6O4,177.019332,0.541,[M-H]-
HR-5,177.019428,C9H6O4,177.019332,0.541,[M-H]-
HR-5,181.014318,C8H6O5,181.014247,0.3931,[M-H]-
HR-5,181.014318,C8H6O5,181.014247,0.3931,[M-H]-
HR-5,181.014318,C8H6O5,181.014247,0.3931,[M-H]-
HR-5,181.014318,C8H6O5,181.014247,0.3931,[M-H]-
HR-5,181.014318,C8H6O5,181.014247,0.3931,[M-H]-
HR-5,181.014318,C8H6O5,181.014247,0.3931,[M-H]-
HR-5,181.087108,C10H14O3,181.087018,0.4978,[M-H]-
HR-5,181.087108,C10H14O3,181.087018,0.4978,[M-H]-
HR-5,181.087108,C10H14O3,181.087018,0.4978,[M-H]-
HR-5,185.081938,C9H14O4,185.081932,0.0298,[M-H]-
HR-5,185.081938,C9H14O4,185.081932,0.0298,[M-H]-
HR-5,185.081938,C9H14O4,185.081932,0.0298,[M-H]-
HR-5,185.081938,C9H14O4,185.081932,0.0298,[M-H]-
HR-5,185.081938,C9H14O4,185.081932,0.0298,[M-H]-
HR-5,187.097648,C9H16O4,187.097583,0.3498,[M-H]-
HR-5,187.097648,C9H16O4,187.097583,0.3498,[M-H]-
HR-5,189.055738,C11H10O3,189.055718,0.1072,[M-H]-
HR-5,189.055738,C11H10O3,189.055718,0.1072,[M-H]-
HR-5,189.055738,C11H10O3,189.055718,0.1072,[M-H]-
HR-5,189.055738,C11H10O3,189.055718,0.1072,[M-H]-
HR-5,189.055738,C11H10O3,189.055718,0.1072,[M-H]-
HR-5,189.055738,C11H10O3,189.055718,0.1072,[M-H]-
HR-5,191.034998,C10H8O4,191.034982,0.0822,[M-H]-
HR-5,191.034998,C10H8O4,191.034982,0.0822,[M-H]-
HR-5,191.034998,C10H8O4,191.034982,0.0822,[M-H]-
HR-5,191.034998,C10H8O4,191.034982,0.0822,[M-H]-
HR-5,191.034998,C10H8O4,191.034982,0.0822,[M-H]-
HR-5,191.034998,C10H8O4,191.034982,0.0822,[M-H]-
HR-5,191.034998,C10H8O4,191.034982,0.0822,[M-H]-
HR-5,191.071418,C11H12O3,191.071368,0.2627,[M-H]-
HR-5,191.071418,C11H12O3,191.071368,0.2627,[M-H]-
HR-5,191.071418,C11H12O3,191.071368,0.2627,[M-H]-
HR-5,191.071418,C11H12O3,191.071368,0.2627,[M-H]-
HR-5,191.071418,C11H12O3,191.071368,0.2627,[M-H]-
HR-5,191.071418,C11H12O3,191.071368,0.2627,[M-H]-
HR-5,191.071418,C11H12O3,191.071368,0.2627,[M-H]-
HR-5,191.107818,C12H16O2,191.107753,0.3385,[M-H]-
HR-5,191.107818,C12H16O2,191.107753,0.3385,[M-H]-
HR-5,191.107818,C12H16O2,191.107753,0.3385,[M-H]-
HR-5,191.107818,C12H16O2,191.107753,0.3385,[M-H]-
HR-5,193.014268,C9H6O5,193.014247,0.1096,[M-H]-
HR-5,193.014268,C9H6O5,193.014247,0.1096,[M-H]-
HR-5,193.014268,C9H6O5,193.014247,0.1096,[M-H]-
HR-5,193.014268,C9H6O5,193.014247,0.1096,[M-H]-
HR-5,193.014268,C9H6O5,193.014247,0.1096,[M-H]-
HR-5,193.050698,C10H10O4,193.050632,0.34,[M-H]-
HR-5,193.050698,C10H10O4,193.050632,0.34,[M-H]-
HR-5,193.050698,C10H10O4,193.050632,0.34,[M-H]-
HR-5,193.050698,C10H10O4,193.050632,0.34,[M-H]-
HR-5,193.087098,C11H14O3,193.087018,0.415,[M-H]-
HR-5,193.087098,C11H14O3,193.087018,0.415,[M-H]-
HR-5,193.087098,C11H14O3,193.087018,0.415,[M-H]-
HR-5,193.087098,C11H14O3,193.087018,0.415,[M-H]-
HR-5,193.087098,C11H14O3,193.087018,0.415,[M-H]-
HR-5,193.087098,C11H14O3,193.087018,0.415,[M-H]-
HR-5,193.087098,C11H14O3,193.087018,0.415,[M-H]-
HR-5,193.087098,C11H14O3,193.087018,0.415,[M-H]-
HR-5,195.029938,C9H8O5,195.029897,0.2107,[M-H]-
HR-5,195.029938,C9H8O5,195.029897,0.2107,[M-H]-
HR-5,195.029938,C9H8O5,195.029897,0.2107,[M-H]-
HR-5,195.029938,C9H8O5,195.029897,0.2107,[M-H]-
HR-5,195.029938,C9H8O5,195.029897,0.2107,[M-H]-
HR-5,195.029938,C9H8O5,195.029897,0.2107,[M-H]-
HR-5,195.102738,C11H16O3,195.102668,0.3592,[M-H]-
HR-5,195.102738,C11H16O3,195.102668,0.3592,[M-H]-
HR-5,195.102738,C11H16O3,195.102668,0.3592,[M-H]-
HR-5,195.102738,C11H16O3,195.102668,0.3592,[M-H]-
HR-5,195.102738,C11H16O3,195.102668,0.3592,[M-H]-
HR-5,197.082018,C10H14O4,197.081932,0.4339,[M-H]-
HR-5,197.082018,C10H14O4,197.081932,0.4339,[M-H]-
HR-5,197.082018,C10H14O4,197.081932,0.4339,[M-H]-
HR-5,197.082018,C10H14O4,197.081932,0.4339,[M-H]-
HR-5,197.082018,C10H14O4,197.081932,0.4339,[M-H]-
HR-5,197.082018,C10H14O4,197.081932,0.4339,[M-H]-
HR-5,197.082018,C10H14O4,197.081932,0.4339,[M-H]-
HR-5,197.082018,C10H14O4,197.081932,0.4339,[M-H]-
HR-5,197.082018,C10H14O4,197.081932,0.4339,[M-H]-
HR-5,199.007138,C8H8O4S,199.007053,0.4272,[M-H]-
HR-5,199.007138,C8H8O4S,199.007053,0.4272,[M-H]-
HR-5,199.007138,C8H8O4S,199.007053,0.4272,[M-H]-
HR-5,199.097648,C10H16O4,199.097583,0.3287,[M-H]-
HR-5,199.097648,C10H16O4,199.097583,0.3287,[M-H]-
HR-5,199.097648,C10H16O4,199.097583,0.3287,[M-H]-
HR-5,199.097648,C10H16O4,199.097583,0.3287,[M-H]-
HR-5,199.097648,C10H16O4,199.097583,0.3287,[M-H]-
HR-5,199.097648,C10H16O4,199.097583,0.3287,[M-H]-
HR-5,201.055718,C12H10O3,201.055718,0.0013,[M-H]-
HR-5,201.055718,C12H10O3,201.055718,0.0013,[M-H]-
HR-5,201.076898,C9H14O5,201.076847,0.253,[M-H]-
HR-5,201.076898,C9H14O5,201.076847,0.253,[M-H]-
HR-5,201.076898,C9H14O5,201.076847,0.253,[M-H]-
HR-5,201.113288,C10H18O4,201.113233,0.2751,[M-H]-
HR-5,201.113288,C10H18O4,201.113233,0.2751,[M-H]-
HR-5,201.113288,C10H18O4,201.113233,0.2751,[M-H]-
HR-5,203.071416,C12H12O3,203.071368,0.238,[M-H]-
HR-5,203.071416,C12H12O3,203.071368,0.238,[M-H]-
HR-5,203.071416,C12H12O3,203.071368,0.238,[M-H]-
HR-5,203.071416,C12H12O3,203.071368,0.238,[M-H]-
HR-5,203.071416,C12H12O3,203.071368,0.238,[M-H]-
HR-5,203.071416,C12H12O3,203.071368,0.238,[M-H]-
HR-5,203.071416,C12H12O3,203.071368,0.238,[M-H]-
HR-5,203.107766,C13H16O2,203.107753,0.0629,[M-H]-
HR-5,203.107766,C13H16O2,203.107753,0.0629,[M-H]-
HR-5,203.107766,C13H16O2,203.107753,0.0629,[M-H]-
HR-5,203.107766,C13H16O2,203.107753,0.0629,[M-H]-
HR-5,203.107766,C13H16O2,203.107753,0.0629,[M-H]-
HR-5,205.014244,C10H6O5,205.014247,-0.0134,[M-H]-
HR-5,205.014244,C10H6O5,205.014247,-0.0134,[M-H]-
HR-5,205.014244,C10H6O5,205.014247,-0.0134,[M-H]-
HR-5,205.050674,C11H10O4,205.050632,0.2034,[M-H]-
HR-5,205.050674,C11H10O4,205.050632,0.2034,[M-H]-
HR-5,205.050674,C11H10O4,205.050632,0.2034,[M-H]-
HR-5,205.050674,C11H10O4,205.050632,0.2034,[M-H]-
HR-5,205.050674,C11H10O4,205.050632,0.2034,[M-H]-
HR-5,205.050674,C11H10O4,205.050632,0.2034,[M-H]-
HR-5,205.050674,C11H10O4,205.050632,0.2034,[M-H]-
HR-5,205.087084,C12H14O3,205.087018,0.3226,[M-H]-
HR-5,205.087084,C12H14O3,205.087018,0.3226,[M-H]-
HR-5,205.087084,C12H14O3,205.087018,0.3226,[M-H]-
HR-5,205.087084,C12H14O3,205.087018,0.3226,[M-H]-
HR-5,205.087084,C12H14O3,205.087018,0.3226,[M-H]-
HR-5,205.087084,C12H14O3,205.087018,0.3226,[M-H]-
HR-5,205.123444,C13H18O2,205.123403,0.198,[M-H]-
HR-5,205.123444,C13H18O2,205.123403,0.198,[M-H]-
HR-5,205.123444,C13H18O2,205.123403,0.198,[M-H]-
HR-5,205.123444,C13H18O2,205.123403,0.198,[M-H]-
HR-5,205.123444,C13H18O2,205.123403,0.198,[M-H]-
HR-5,205.123444,C13H18O2,205.123403,0.198,[M-H]-
HR-5,205.123444,C13H18O2,205.123403,0.198,[M-H]-
HR-5,205.123444,C13H18O2,205.123403,0.198,[M-H]-
HR-5,207.029932,C10H8O5,207.029897,0.1687,[M-H]-
HR-5,207.029932,C10H8O5,207.029897,0.1687,[M-H]-
HR-5,207.029932,C10H8O5,207.029897,0.1687,[M-H]-
HR-5,207.029932,C10H8O5,207.029897,0.1687,[M-H]-
HR-5,207.029932,C10H8O5,207.029897,0.1687,[M-H]-
HR-5,207.029932,C10H8O5,207.029897,0.1687,[M-H]-
HR-5,207.029932,C10H8O5,207.029897,0.1687,[M-H]-
HR-5,207.066332,C11H12O4,207.066282,0.2385,[M-H]-
HR-5,207.066332,C11H12O4,207.066282,0.2385,[M-H]-
HR-5,207.066332,C11H12O4,207.066282,0.2385,[M-H]-
HR-5,207.066332,C11H12O4,207.066282,0.2385,[M-H]-
HR-5,207.066332,C11H12O4,207.066282,0.2385,[M-H]-
HR-5,207.066332,C11H12O4,207.066282,0.2385,[M-H]-
HR-5,207.066332,C11H12O4,207.066282,0.2385,[M-H]-
HR-5,207.102712,C12H16O3,207.102668,0.2116,[M-H]-
HR-5,207.102712,C12H16O3,207.102668,0.2116,[M-H]-
HR-5,207.102712,C12H16O3,207.102668,0.2116,[M-H]-
HR-5,207.102712,C12H16O3,207.102668,0.2116,[M-H]-
HR-5,207.102712,C12H16O3,207.102668,0.2116,[M-H]-
HR-5,207.102712,C12H16O3,207.102668,0.2116,[M-H]-
HR-5,207.102712,C12H16O3,207.102668,0.2116,[M-H]-
HR-5,209.00919,C9H6O6,209.009161,0.1342,[M-H]-
HR-5,209.00919,C9H6O6,209.009161,0.1342,[M-H]-
HR-5,209.00919,C9H6O6,209.009161,0.1342,[M-H]-
HR-5,209.00919,C9H6O6,209.009161,0.1342,[M-H]-
HR-5,209.045589,C10H10O5,209.045547,0.2033,[M-H]-
HR-5,209.045589,C10H10O5,209.045547,0.2033,[M-H]-
HR-5,209.045589,C10H10O5,209.045547,0.2033,[M-H]-
HR-5,209.045589,C10H10O5,209.045547,0.2033,[M-H]-
HR-5,209.045589,C10H10O5,209.045547,0.2033,[M-H]-
HR-5,209.045589,C10H10O5,209.045547,0.2033,[M-H]-
