Origin,m/z exp.,Chem. Formula,m/z calc.,m/z error (ppm),Ion type
P11,323.113695,C16H20O7,323.113627,-0.2108,[M-H]-
P11,455.134679,C24H24O9,455.134756,0.1692,[M-H]-
P11,353.066918,C19H14O7,353.066676,-0.6846,[M-H]-
P11,535.125337,C28H24O11,535.124585,-1.4047,[M-H]-
P11,383.171126,C19H28O8,383.171141,0.041,[M-H]-
P11,467.061009,C23H16O11,467.061985,2.0892,[M-H]-
P11,485.071775,C23H18O12,485.07255,1.5975,[M-H]-
P11,265.108137,C14H18O5,265.108147,0.0381,[M-H]-
P11,415.124539,C18H24O11,415.124585,0.1106,[M-H]-
P11,429.155314,C23H26O8,429.155491,0.4142,[M-H]-
P11,397.077531,C17H18O11,397.077635,0.2624,[M-H]-
P11,465.212129,C24H34O9,465.213006,1.8862,[M-H]-
P11,529.062488,C24H18O14,529.062379,-0.2065,[M-H]-
P11,281.045607,C16H10O5,281.045547,-0.2132,[M-H]-
P11,539.119827,C27H24O12,539.1195,-0.6067,[M-H]-
P11,381.118993,C18H22O9,381.119106,0.2966,[M-H]-
P11,531.114887,C25H24O13,531.114414,-0.8904,[M-H]-
P11,555.207841,C26H36O13,555.208315,0.8535,[M-H]-
P11,477.175819,C24H30O10,477.176621,1.6797,[M-H]-
P11,433.041245,C19H14O12,433.041249,0.0108,[M-H]-
P11,351.087553,C20H16O6,351.087412,-0.4024,[M-H]-
P11,281.103167,C14H18O6,281.103062,-0.3746,[M-H]-
P11,295.082398,C14H16O7,295.082326,-0.2423,[M-H]-
P11,365.123434,C18H22O8,365.124191,-2.075,[M-H]-
P11,365.124184,C18H22O8,365.124191,0.0209,[M-H]-
P11,393.11916,C19H22O9,393.119106,-0.1375,[M-H]-
P11,447.056274,C20H16O12,447.0569,1.3992,[M-H]-
P11,404.062374,C19H11N5O6,404.063657,3.1734,[M-H]-
P11,519.150779,C25H28O12,519.1508,0.0409,[M-H]-
P11,434.109274,C21H17N5O6,434.110607,3.0708,[M-H]-
P11,365.123434,C18H22O8,365.124191,-2.075,[M-H]-
P11,365.124184,C18H22O8,365.124191,0.0209,[M-H]-
P11,269.081878,C16H14O4,269.081932,0.202,[M-H]-
P11,355.082401,C19H16O7,355.082326,-0.2095,[M-H]-
P11,317.030356,C15H10O8,317.030291,-0.2068,[M-H]-
P11,401.051181,C19H14O10,401.05142,0.5963,[M-H]-
P11,385.165621,C22H26O6,385.165662,0.1057,[M-H]-
P11,239.071291,C15H12O3,239.071368,0.3207,[M-H]-
P11,377.087689,C18H18O9,377.087806,0.3094,[M-H]-
P11,399.16603,C19H28O9,399.166056,0.0664,[M-H]-
P11,581.093691,C28H22O14,581.093679,-0.0207,[M-H]-
P11,325.055666,C14H14O9,325.056506,-2.5841,[M-H]-
P11,432.057243,C20H11N5O7,432.058571,3.0733,[M-H]-
