Origin,m/z exp.,Chem. Formula,m/z calc.,m/z error (ppm),Ion type
HR-3 21 T,211.09757,C11H16O4,211.097583,-0.0589,[M-H]-
HR-3 21 T,211.13394,C12H20O3,211.133968,-0.1321,[M-H]-
HR-3 21 T,213.055713,C13H10O3,213.055718,-0.0244,[M-H]-
HR-3 21 T,213.076833,C10H14O5,213.076847,-0.0682,[M-H]-
HR-3 21 T,213.092093,C14H14O2,213.092103,-0.05,[M-H]-
HR-3 21 T,213.113223,C11H18O4,213.113233,-0.0469,[M-H]-
HR-3 21 T,213.149613,C12H22O3,213.149618,-0.0256,[M-H]-
HR-3 21 T,213.186003,C13H26O2,213.186004,-0.0043,[M-H]-
HR-3 21 T,215.034975,C12H8O4,215.034982,-0.034,[M-H]-
HR-3 21 T,215.071355,C13H12O3,215.071368,-0.0594,[M-H]-
HR-3 21 T,215.092495,C10H16O5,215.092497,-0.0099,[M-H]-
HR-3 21 T,215.107745,C14H16O2,215.107753,-0.0383,[M-H]-
HR-3 21 T,217.014227,C11H6O5,217.014247,-0.0897,[M-H]-
HR-3 21 T,217.050617,C12H10O4,217.050632,-0.0688,[M-H]-
HR-3 21 T,217.087017,C13H14O3,217.087018,-0.0018,[M-H]-
HR-3 21 T,217.123398,C14H18O2,217.123403,-0.027,[M-H]-
HR-3 21 T,219.02989,C11H8O5,219.029897,-0.0326,[M-H]-
HR-3 21 T,219.06628,C12H12O4,219.066282,-0.0119,[M-H]-
HR-3 21 T,219.10266,C13H16O3,219.102668,-0.0368,[M-H]-
HR-3 21 T,219.13905,C14H20O2,219.139053,-0.0161,[M-H]-
HR-3 21 T,221.009152,C10H6O6,221.009161,-0.0426,[M-H]-
HR-3 21 T,221.045542,C11H10O5,221.045547,-0.022,[M-H]-
HR-3 21 T,221.081932,C12H14O4,221.081932,-0.0015,[M-H]-
HR-3 21 T,221.118312,C13H18O3,221.118318,-0.0262,[M-H]-
HR-3 21 T,221.154702,C14H22O2,221.154703,-0.0057,[M-H]-
HR-3 21 T,222.113563,C12H17NO3,222.113567,-0.0165,[M-H]-
HR-3 21 T,223.024814,C10H8O6,223.024812,0.0124,[M-H]-
HR-3 21 T,223.028364,C7H12O6S,223.028182,0.8158,[M-H]-
HR-3 21 T,223.061194,C11H12O5,223.061197,-0.0121,[M-H]-
HR-3 21 T,223.076444,C15H12O2,223.076453,-0.0395,[M-H]-
HR-3 21 T,223.097574,C12H16O4,223.097583,-0.0366,[M-H]-
HR-3 21 T,223.133974,C13H20O3,223.133968,0.0285,[M-H]-
HR-3 21 T,225.007496,C6H10O7S,225.007447,0.2199,[M-H]-
HR-3 21 T,225.019326,C13H6O4,225.019332,-0.0258,[M-H]-
HR-3 21 T,225.055726,C14H10O3,225.055718,0.0387,[M-H]-
HR-3 21 T,225.076836,C11H14O5,225.076847,-0.0472,[M-H]-
HR-3 21 T,225.092106,C15H14O2,225.092103,0.0144,[M-H]-
HR-3 21 T,225.113237,C12H18O4,225.113233,0.0173,[M-H]-
HR-3 21 T,227.034988,C13H8O4,227.034982,0.027,[M-H]-
HR-3 21 T,227.038338,C10H12O4S,227.038353,-0.0647,[M-H]-
HR-3 21 T,227.056098,C10H12O6,227.056112,-0.0582,[M-H]-
HR-3 21 T,227.071368,C14H12O3,227.071368,0.0029,[M-H]-
HR-3 21 T,227.092498,C11H16O5,227.092497,0.0058,[M-H]-
HR-3 21 T,227.107738,C15H16O2,227.107753,-0.0652,[M-H]-
HR-3 21 T,227.128889,C12H20O4,227.128883,0.0257,[M-H]-
HR-3 21 T,227.201649,C14H28O2,227.201654,-0.0225,[M-H]-
HR-3 21 T,229.01425,C12H6O5,229.014247,0.0149,[M-H]-
HR-3 21 T,229.05063,C13H10O4,229.050632,-0.009,[M-H]-
HR-3 21 T,229.07177,C10H14O6,229.071762,0.0375,[M-H]-
HR-3 21 T,229.08702,C14H14O3,229.087018,0.0107,[M-H]-
HR-3 21 T,229.10813,C11H18O5,229.108147,-0.0737,[M-H]-
HR-3 21 T,229.12341,C15H18O2,229.123403,0.0305,[M-H]-
HR-3 21 T,229.14454,C12H22O4,229.144533,0.0333,[M-H]-
HR-3 21 T,230.045881,C12H9NO4,230.045881,-0.0008,[M-H]-
HR-3 21 T,230.082251,C13H13NO3,230.082267,-0.068,[M-H]-
HR-3 21 T,231.029902,C12H8O5,231.029897,0.0219,[M-H]-
HR-3 21 T,231.066282,C13H12O4,231.066282,-0.0018,[M-H]-
HR-3 21 T,231.102672,C14H16O3,231.102668,0.0177,[M-H]-
HR-3 21 T,231.123802,C11H20O5,231.123797,0.0205,[M-H]-
HR-3 21 T,231.139052,C15H20O2,231.139053,-0.006,[M-H]-
HR-3 21 T,233.009163,C11H6O6,233.009161,0.0087,[M-H]-
HR-3 21 T,233.045544,C12H10O5,233.045547,-0.0148,[M-H]-
HR-3 21 T,233.081934,C13H14O4,233.081932,0.0046,[M-H]-
HR-3 21 T,233.118314,C14H18O3,233.118318,-0.019,[M-H]-
HR-3 21 T,233.154704,C15H22O2,233.154703,0.0004,[M-H]-
HR-3 21 T,234.077184,C12H13NO4,234.077181,0.012,[M-H]-
HR-3 21 T,235.024815,C11H8O6,235.024812,0.0143,[M-H]-
HR-3 21 T,235.040075,C15H8O3,235.040068,0.0308,[M-H]-
HR-3 21 T,235.061195,C12H12O5,235.061197,-0.009,[M-H]-
HR-3 21 T,235.076445,C16H12O2,235.076453,-0.035,[M-H]-
HR-3 21 T,235.097585,C13H16O4,235.097583,0.0102,[M-H]-
HR-3 21 T,235.133965,C14H20O3,235.133968,-0.0131,[M-H]-
HR-3 21 T,235.170355,C15H24O2,235.170354,0.0061,[M-H]-
HR-3 21 T,236.092826,C12H15NO4,236.092832,-0.0251,[M-H]-
HR-3 21 T,237.019346,C14H6O4,237.019332,0.0589,[M-H]-
HR-3 21 T,237.040466,C11H10O6,237.040462,0.0194,[M-H]-
HR-3 21 T,237.055716,C15H10O3,237.055718,-0.0065,[M-H]-
HR-3 21 T,237.076846,C12H14O5,237.076847,-0.0038,[M-H]-
HR-3 21 T,237.092106,C16H14O2,237.092103,0.0126,[M-H]-
HR-3 21 T,237.113226,C13H18O4,237.113233,-0.0269,[M-H]-
HR-3 21 T,237.149616,C14H22O3,237.149618,-0.0079,[M-H]-
HR-3 21 T,239.034987,C14H8O4,239.034982,0.0211,[M-H]-
HR-3 21 T,239.056117,C11H12O6,239.056112,0.0238,[M-H]-
HR-3 21 T,239.071367,C15H12O3,239.071368,-0.0018,[M-H]-
HR-3 21 T,239.092497,C12H16O5,239.092497,0.0009,[M-H]-
HR-3 21 T,239.107747,C16H16O2,239.107753,-0.0247,[M-H]-
HR-3 21 T,239.128887,C13H20O4,239.128883,0.0197,[M-H]-
HR-3 21 T,239.165267,C14H24O3,239.165268,-0.0032,[M-H]-
HR-3 21 T,240.066618,C14H11NO3,240.066617,0.0047,[M-H]-
HR-3 21 T,241.017618,C10H10O5S,241.017618,0.003,[M-H]-
HR-3 21 T,241.050638,C14H10O4,241.050632,0.0251,[M-H]-
HR-3 21 T,241.071758,C11H14O6,241.071762,-0.0137,[M-H]-
HR-3 21 T,241.087028,C15H14O3,241.087018,0.0438,[M-H]-
HR-3 21 T,241.108148,C12H18O5,241.108147,0.005,[M-H]-
HR-3 21 T,241.123408,C16H18O2,241.123403,0.0211,[M-H]-
HR-3 21 T,241.144538,C13H22O4,241.144533,0.0237,[M-H]-
HR-3 21 T,241.180918,C14H26O3,241.180918,0.001,[M-H]-
HR-3 21 T,241.217298,C15H30O2,241.217304,-0.0218,[M-H]-
HR-3 21 T,242.082269,C14H13NO3,242.082267,0.0086,[M-H]-
HR-3 21 T,243.029899,C13H8O5,243.029897,0.0101,[M-H]-
HR-3 21 T,243.051009,C10H12O7,243.051026,-0.0695,[M-H]-
HR-3 21 T,243.066279,C14H12O4,243.066282,-0.0125,[M-H]-
HR-3 21 T,243.087419,C11H16O6,243.087412,0.0313,[M-H]-
HR-3 21 T,243.102669,C15H16O3,243.102668,0.0061,[M-H]-
HR-3 21 T,243.123789,C12H20O5,243.123797,-0.0324,[M-H]-
HR-3 21 T,243.139049,C16H20O2,243.139053,-0.0165,[M-H]-
HR-3 21 T,243.160179,C13H24O4,243.160183,-0.0139,[M-H]-
HR-3 21 T,244.06154,C13H11NO4,244.061531,0.0346,[M-H]-
HR-3 21 T,244.09792,C14H15NO3,244.097917,0.0121,[M-H]-
HR-3 21 T,245.00918,C12H6O6,245.009161,0.0767,[M-H]-
HR-3 21 T,245.04555,C13H10O5,245.045547,0.0135,[M-H]-
HR-3 21 T,245.08194,C14H14O4,245.081932,0.0319,[M-H]-
HR-3 21 T,245.10307,C11H18O6,245.103062,0.0345,[M-H]-
HR-3 21 T,245.11832,C15H18O3,245.118318,0.0095,[M-H]-
HR-3 21 T,245.15471,C16H22O2,245.154703,0.0279,[M-H]-
HR-3 21 T,247.024811,C12H8O6,247.024812,-0.0017,[M-H]-
HR-3 21 T,247.061191,C13H12O5,247.061197,-0.024,[M-H]-
HR-3 21 T,247.097581,C14H16O4,247.097583,-0.0057,[M-H]-
HR-3 21 T,247.133971,C15H20O3,247.133968,0.0125,[M-H]-
HR-3 21 T,247.170351,C16H24O2,247.170354,-0.0097,[M-H]-
HR-3 21 T,248.092832,C13H15NO4,248.092832,0.0,[M-H]-
HR-3 21 T,249.040462,C12H10O6,249.040462,0.0012,[M-H]-
HR-3 21 T,249.055712,C16H10O3,249.055718,-0.0234,[M-H]-
HR-3 21 T,249.076852,C13H14O5,249.076847,0.0193,[M-H]-
HR-3 21 T,249.092102,C17H14O2,249.092103,-0.0053,[M-H]-
HR-3 21 T,249.113232,C14H18O4,249.113233,-0.0028,[M-H]-
HR-3 21 T,249.149612,C15H22O3,249.149618,-0.0248,[M-H]-
HR-3 21 T,249.186022,C16H26O2,249.186004,0.0735,[M-H]-
HR-3 21 T,250.108472,C13H17NO4,250.108482,-0.0371,[M-H]-
HR-3 21 T,250.144862,C14H21NO3,250.144867,-0.0191,[M-H]-
HR-3 21 T,251.034973,C15H8O4,251.034982,-0.0384,[M-H]-
HR-3 21 T,251.056113,C12H12O6,251.056112,0.0039,[M-H]-
HR-3 21 T,251.071363,C16H12O3,251.071368,-0.0205,[M-H]-
HR-3 21 T,251.092503,C13H16O5,251.092497,0.0219,[M-H]-
HR-3 21 T,251.107753,C17H16O2,251.107753,-0.0025,[M-H]-
HR-3 21 T,251.128883,C14H20O4,251.128883,0.0,[M-H]-
HR-3 21 T,251.165263,C15H24O3,251.165268,-0.0219,[M-H]-
HR-3 21 T,252.087753,C12H15NO5,252.087746,0.0273,[M-H]-
HR-3 21 T,253.014233,C14H6O5,253.014247,-0.0533,[M-H]-
HR-3 21 T,253.035373,C11H10O7,253.035376,-0.0113,[M-H]-
HR-3 21 T,253.050633,C15H10O4,253.050632,0.004,[M-H]-
HR-3 21 T,253.071763,C12H14O6,253.071762,0.0065,[M-H]-
HR-3 21 T,253.087013,C16H14O3,253.087018,-0.0177,[M-H]-
HR-3 21 T,253.108143,C13H18O5,253.108147,-0.0152,[M-H]-
HR-3 21 T,253.123403,C17H18O2,253.123403,0.0001,[M-H]-
HR-3 21 T,253.144533,C14H22O4,253.144533,0.0026,[M-H]-
HR-3 21 T,254.082274,C15H13NO3,254.082267,0.0272,[M-H]-
HR-3 21 T,254.103384,C12H17NO5,254.103396,-0.0491,[M-H]-
HR-3 21 T,255.029894,C14H8O5,255.029897,-0.0111,[M-H]-
HR-3 21 T,255.033284,C11H12O5S,255.033268,0.0641,[M-H]-
HR-3 21 T,255.051014,C11H12O7,255.051026,-0.0479,[M-H]-
HR-3 21 T,255.066284,C15H12O4,255.066282,0.0065,[M-H]-
HR-3 21 T,255.069654,C12H16O4S,255.069653,0.0033,[M-H]-
HR-3 21 T,255.087414,C12H16O6,255.087412,0.009,[M-H]-
HR-3 21 T,255.102674,C16H16O3,255.102668,0.0242,[M-H]-
HR-3 21 T,255.123794,C13H20O5,255.123797,-0.0125,[M-H]-
HR-3 21 T,255.139054,C17H20O2,255.139053,0.0027,[M-H]-
HR-3 21 T,255.160184,C14H24O4,255.160183,0.0051,[M-H]-
HR-3 21 T,255.232954,C16H32O2,255.232954,0.0013,[M-H]-
HR-3 21 T,256.061544,C14H11NO4,256.061531,0.0509,[M-H]-
HR-3 21 T,256.082664,C11H15NO6,256.082661,0.0144,[M-H]-
HR-3 21 T,256.097924,C15H15NO3,256.097917,0.0295,[M-H]-
HR-3 21 T,257.045545,C14H10O5,257.045547,-0.0085,[M-H]-
HR-3 21 T,257.048935,C11H14O5S,257.048918,0.0661,[M-H]-
HR-3 21 T,257.066665,C11H14O7,257.066676,-0.045,[M-H]-
HR-3 21 T,257.081935,C15H14O4,257.081932,0.009,[M-H]-
HR-3 21 T,257.093175,C14H14N2O3,257.093166,0.0347,[M-H]-
HR-3 21 T,257.103055,C12H18O6,257.103062,-0.0274,[M-H]-
HR-3 21 T,257.118315,C16H18O3,257.118318,-0.0124,[M-H]-
HR-3 21 T,257.139455,C13H22O5,257.139447,0.029,[M-H]-
HR-3 21 T,257.154705,C17H22O2,257.154703,0.0052,[M-H]-
HR-3 21 T,257.175835,C14H26O4,257.175833,0.0076,[M-H]-
HR-3 21 T,258.077165,C14H13NO4,258.077181,-0.0632,[M-H]-
HR-3 21 T,258.113575,C15H17NO3,258.113567,0.0318,[M-H]-
HR-3 21 T,259.024806,C13H8O6,259.024812,-0.0233,[M-H]-
HR-3 21 T,259.061196,C14H12O5,259.061197,-0.0059,[M-H]-
HR-3 21 T,259.064566,C11H16O5S,259.064568,-0.009,[M-H]-
HR-3 21 T,259.072446,C13H12N2O4,259.07243,0.0582,[M-H]-
HR-3 21 T,259.082326,C11H16O7,259.082326,-0.0034,[M-H]-
HR-3 21 T,259.097586,C15H16O4,259.097583,0.0115,[M-H]-
HR-3 21 T,259.118706,C12H20O6,259.118712,-0.0246,[M-H]-
HR-3 21 T,259.133966,C16H20O3,259.133968,-0.0097,[M-H]-
HR-3 21 T,259.155116,C13H24O5,259.155097,0.0699,[M-H]-
HR-3 21 T,259.170356,C17H24O2,259.170354,0.0077,[M-H]-
HR-3 21 T,260.056446,C13H11NO5,260.056446,-0.0005,[M-H]-
HR-3 21 T,260.092826,C14H15NO4,260.092832,-0.0216,[M-H]-
HR-3 21 T,261.004076,C12H6O7,261.004076,0.0006,[M-H]-
HR-3 21 T,261.040456,C13H10O6,261.040462,-0.0205,[M-H]-
HR-3 21 T,261.043836,C10H14O6S,261.043832,0.0147,[M-H]-
HR-3 21 T,261.076846,C14H14O5,261.076847,-0.0032,[M-H]-
HR-3 21 T,261.080216,C11H18O5S,261.080218,-0.0063,[M-H]-
HR-3 21 T,261.088086,C13H14N2O4,261.08808,0.0221,[M-H]-
HR-3 21 T,261.113226,C15H18O4,261.113233,-0.0242,[M-H]-
HR-3 21 T,261.149616,C16H22O3,261.149618,-0.007,[M-H]-
HR-3 21 T,261.185996,C17H26O2,261.186004,-0.028,[M-H]-
HR-3 21 T,262.072077,C13H13NO5,262.072096,-0.0741,[M-H]-
HR-3 21 T,262.108477,C14H17NO4,262.108482,-0.0187,[M-H]-
HR-3 21 T,263.001937,C12H8O5S,263.001968,-0.1163,[M-H]-
HR-3 21 T,263.019727,C12H8O7,263.019726,0.0033,[M-H]-
HR-3 21 T,263.034987,C16H8O4,263.034982,0.0181,[M-H]-
HR-3 21 T,263.038347,C13H12O4S,263.038353,-0.0231,[M-H]-
HR-3 21 T,263.056107,C13H12O6,263.056112,-0.0175,[M-H]-
HR-3 21 T,263.059487,C10H16O6S,263.059482,0.0174,[M-H]-
HR-3 21 T,263.067367,C12H12N2O5,263.067345,0.0836,[M-H]-
HR-3 21 T,263.071367,C17H12O3,263.071368,-0.0028,[M-H]-
HR-3 21 T,263.092497,C14H16O5,263.092497,-0.0004,[M-H]-
HR-3 21 T,263.107757,C18H16O2,263.107753,0.0143,[M-H]-
HR-3 21 T,263.128877,C15H20O4,263.128883,-0.0213,[M-H]-
HR-3 21 T,263.165267,C16H24O3,263.165268,-0.0041,[M-H]-
HR-3 21 T,263.201647,C17H28O2,263.201654,-0.025,[M-H]-
HR-3 21 T,264.051357,C12H11NO6,264.051361,-0.012,[M-H]-
HR-3 21 T,264.066617,C16H11NO3,264.066617,0.0026,[M-H]-
HR-3 21 T,264.087737,C13H15NO5,264.087746,-0.0328,[M-H]-
HR-3 21 T,264.124127,C14H19NO4,264.124132,-0.0157,[M-H]-
HR-3 21 T,264.160508,C15H23NO3,264.160517,-0.0365,[M-H]-
HR-3 21 T,265.014238,C15H6O5,265.014247,-0.0339,[M-H]-
HR-3 21 T,265.035368,C12H10O7,265.035376,-0.0315,[M-H]-
HR-3 21 T,265.050638,C16H10O4,265.050632,0.0209,[M-H]-
HR-3 21 T,265.071758,C13H14O6,265.071762,-0.0145,[M-H]-
HR-3 21 T,265.075128,C10H18O6S,265.075133,-0.0175,[M-H]-
HR-3 21 T,265.083018,C12H14N2O5,265.082995,0.086,[M-H]-
HR-3 21 T,265.087008,C17H14O3,265.087018,-0.0376,[M-H]-
HR-3 21 T,265.108148,C14H18O5,265.108147,0.0026,[M-H]-
HR-3 21 T,265.123408,C18H18O2,265.123403,0.0172,[M-H]-
HR-3 21 T,265.144528,C15H22O4,265.144533,-0.0182,[M-H]-
HR-3 21 T,265.147898,C12H26O4S,265.147904,-0.0212,[M-H]-
HR-3 21 T,265.180928,C16H26O3,265.180918,0.0366,[M-H]-
HR-3 21 T,266.045888,C15H9NO4,266.045881,0.0263,[M-H]-
HR-3 21 T,266.067008,C12H13NO6,266.067011,-0.0089,[M-H]-
HR-3 21 T,266.082268,C16H13NO3,266.082267,0.0057,[M-H]-
HR-3 21 T,266.103398,C13H17NO5,266.103396,0.0081,[M-H]-
HR-3 21 T,267.014639,C11H8O8,267.014641,-0.0075,[M-H]-
HR-3 21 T,267.029899,C15H8O5,267.029897,0.007,[M-H]-
HR-3 21 T,267.033279,C12H12O5S,267.033268,0.0414,[M-H]-
HR-3 21 T,267.051019,C12H12O7,267.051026,-0.0281,[M-H]-
HR-3 21 T,267.066279,C16H12O4,267.066282,-0.0136,[M-H]-
HR-3 21 T,267.069649,C13H16O4S,267.069653,-0.0166,[M-H]-
HR-3 21 T,267.087409,C13H16O6,267.087412,-0.0112,[M-H]-
HR-3 21 T,267.090769,C10H20O6S,267.090783,-0.0517,[M-H]-
HR-3 21 T,267.102669,C17H16O3,267.102668,0.0033,[M-H]-
HR-3 21 T,267.123799,C14H20O5,267.123797,0.0057,[M-H]-
HR-3 21 T,267.139049,C18H20O2,267.139053,-0.0172,[M-H]-
HR-3 21 T,267.160179,C15H24O4,267.160183,-0.0148,[M-H]-
HR-3 21 T,267.196569,C16H28O3,267.196568,0.002,[M-H]-
HR-3 21 T,268.061539,C15H11NO4,268.061531,0.0294,[M-H]-
HR-3 21 T,268.082639,C12H15NO6,268.082661,-0.0801,[M-H]-
HR-3 21 T,268.097909,C16H15NO3,268.097917,-0.0284,[M-H]-
HR-3 21 T,268.119049,C13H19NO5,268.119046,0.0113,[M-H]-
HR-3 21 T,269.00916,C14H6O6,269.009161,-0.0064,[M-H]-
HR-3 21 T,269.01252,C11H10O6S,269.012532,-0.0466,[M-H]-
HR-3 21 T,269.0303,C11H10O8,269.030291,0.0331,[M-H]-
HR-3 21 T,269.04555,C15H10O5,269.045547,0.0104,[M-H]-
HR-3 21 T,269.04893,C12H14O5S,269.048918,0.0445,[M-H]-
HR-3 21 T,269.06667,C12H14O7,269.066676,-0.0244,[M-H]-
HR-3 21 T,269.08193,C16H14O4,269.081932,-0.01,[M-H]-
HR-3 21 T,269.0853,C13H18O4S,269.085303,-0.0131,[M-H]-
HR-3 21 T,269.09317,C15H14N2O3,269.093166,0.0146,[M-H]-
HR-3 21 T,269.10306,C13H18O6,269.103062,-0.0077,[M-H]-
HR-3 21 T,269.11832,C17H18O3,269.118318,0.0067,[M-H]-
HR-3 21 T,269.13945,C14H22O5,269.139447,0.0091,[M-H]-
HR-3 21 T,269.1547,C18H22O2,269.154703,-0.0137,[M-H]-
HR-3 21 T,269.17583,C15H26O4,269.175833,-0.0113,[M-H]-
HR-3 21 T,269.21222,C16H30O3,269.212218,0.0055,[M-H]-
HR-3 21 T,269.2486,C17H34O2,269.248604,-0.0149,[M-H]-
HR-3 21 T,270.04077,C14H9NO5,270.040796,-0.095,[M-H]-
HR-3 21 T,270.07719,C15H13NO4,270.077181,0.0328,[M-H]-
HR-3 21 T,270.0983,C12H17NO6,270.098311,-0.0389,[M-H]-
HR-3 21 T,270.11357,C16H17NO3,270.113567,0.0124,[M-H]-
HR-3 21 T,271.024811,C14H8O6,271.024812,-0.0026,[M-H]-
HR-3 21 T,271.028191,C11H12O6S,271.028182,0.0312,[M-H]-
HR-3 21 T,271.061191,C15H12O5,271.061197,-0.0229,[M-H]-
HR-3 21 T,271.064571,C12H16O5S,271.064568,0.011,[M-H]-
HR-3 21 T,271.072441,C14H12N2O4,271.07243,0.0384,[M-H]-
HR-3 21 T,271.082321,C12H16O7,271.082326,-0.0205,[M-H]-
HR-3 21 T,271.097581,C16H16O4,271.097583,-0.0062,[M-H]-
HR-3 21 T,271.108821,C15H16N2O3,271.108816,0.0182,[M-H]-
HR-3 21 T,271.118711,C13H20O6,271.118712,-0.0039,[M-H]-
HR-3 21 T,271.133971,C17H20O3,271.133968,0.0104,[M-H]-
HR-3 21 T,271.155101,C14H24O5,271.155097,0.0128,[M-H]-
HR-3 21 T,271.170351,C18H24O2,271.170354,-0.0098,[M-H]-
HR-3 21 T,271.191481,C15H28O4,271.191483,-0.0074,[M-H]-
HR-3 21 T,272.056441,C14H11NO5,272.056446,-0.0169,[M-H]-
HR-3 21 T,272.092831,C15H15NO4,272.092832,-0.0003,[M-H]-
HR-3 21 T,272.129231,C16H19NO3,272.129217,0.053,[M-H]-
HR-3 21 T,273.004072,C13H6O7,273.004076,-0.0151,[M-H]-
HR-3 21 T,273.022712,C14H10O4S,273.022703,0.0328,[M-H]-
HR-3 21 T,273.040462,C14H10O6,273.040462,0.0015,[M-H]-
HR-3 21 T,273.043822,C11H14O6S,273.043832,-0.0382,[M-H]-
HR-3 21 T,273.076842,C15H14O5,273.076847,-0.0186,[M-H]-
HR-3 21 T,273.080222,C12H18O5S,273.080218,0.015,[M-H]-
HR-3 21 T,273.088072,C14H14N2O4,273.08808,-0.031,[M-H]-
HR-3 21 T,273.097982,C12H18O7,273.097976,0.0203,[M-H]-
HR-3 21 T,273.113232,C16H18O4,273.113233,-0.0021,[M-H]-
HR-3 21 T,273.134362,C13H22O6,273.134362,0.0003,[M-H]-
HR-3 21 T,273.149612,C17H22O3,273.149618,-0.0222,[M-H]-
HR-3 21 T,273.170742,C14H26O5,273.170747,-0.0198,[M-H]-
HR-3 21 T,273.186002,C18H26O2,273.186004,-0.0056,[M-H]-
HR-3 21 T,274.072103,C14H13NO5,274.072096,0.024,[M-H]-
HR-3 21 T,274.108463,C15H17NO4,274.108482,-0.069,[M-H]-
HR-3 21 T,275.019723,C13H8O7,275.019726,-0.0105,[M-H]-
HR-3 21 T,275.056103,C14H12O6,275.056112,-0.0304,[M-H]-
HR-3 21 T,275.059483,C11H16O6S,275.059482,0.003,[M-H]-
HR-3 21 T,275.067353,C13H12N2O5,275.067345,0.03,[M-H]-
HR-3 21 T,275.092493,C15H16O5,275.092497,-0.014,[M-H]-
HR-3 21 T,275.095873,C12H20O5S,275.095868,0.0194,[M-H]-
HR-3 21 T,275.103723,C14H16N2O4,275.103731,-0.0263,[M-H]-
HR-3 21 T,275.128883,C16H20O4,275.128883,0.0024,[M-H]-
HR-3 21 T,275.165263,C17H24O3,275.165268,-0.0175,[M-H]-
HR-3 21 T,275.201663,C18H28O2,275.201654,0.0353,[M-H]-
HR-3 21 T,276.051364,C13H11NO6,276.051361,0.0121,[M-H]-
HR-3 21 T,276.087744,C14H15NO5,276.087746,-0.0077,[M-H]-
HR-3 21 T,276.124134,C15H19NO4,276.124132,0.0086,[M-H]-
HR-3 21 T,277.035385,C13H10O7,277.035376,0.0306,[M-H]-
HR-3 21 T,277.050635,C17H10O4,277.050632,0.0085,[M-H]-
HR-3 21 T,277.054005,C14H14O4S,277.054003,0.0055,[M-H]-
HR-3 21 T,277.071765,C14H14O6,277.071762,0.0108,[M-H]-
HR-3 21 T,277.075135,C11H18O6S,277.075133,0.0078,[M-H]-
HR-3 21 T,277.082995,C13H14N2O5,277.082995,-0.0014,[M-H]-
HR-3 21 T,277.087025,C18H14O3,277.087018,0.0248,[M-H]-
HR-3 21 T,277.108145,C15H18O5,277.108147,-0.009,[M-H]-
