Origin,m/z exp.,Chem. Formula,m/z calc.,m/z error (ppm),Ion type
HR-5 21 T,243.102668,C15H16O3,243.102668,-0.0005,[M-H]-
HR-5 21 T,243.123798,C12H20O5,243.123797,0.0021,[M-H]-
HR-5 21 T,243.139048,C16H20O2,243.139053,-0.0231,[M-H]-
HR-5 21 T,243.160178,C13H24O4,243.160183,-0.0204,[M-H]-
HR-5 21 T,243.196588,C14H28O3,243.196568,0.0804,[M-H]-
HR-5 21 T,244.097908,C14H15NO3,244.097917,-0.0352,[M-H]-
HR-5 21 T,244.991409,C12H6O4S,244.991403,0.0237,[M-H]-
HR-5 21 T,245.009179,C12H6O6,245.009161,0.0705,[M-H]-
HR-5 21 T,245.045549,C13H10O5,245.045547,0.0073,[M-H]-
HR-5 21 T,245.081929,C14H14O4,245.081932,-0.0151,[M-H]-
HR-5 21 T,245.118319,C15H18O3,245.118318,0.0033,[M-H]-
HR-5 21 T,245.139459,C12H22O5,245.139447,0.0467,[M-H]-
HR-5 21 T,245.154709,C16H22O2,245.154703,0.0217,[M-H]-
HR-5 21 T,246.077179,C13H13NO4,246.077181,-0.0089,[M-H]-
HR-5 21 T,246.113559,C14H17NO3,246.113567,-0.0312,[M-H]-
HR-5 21 T,247.02481,C12H8O6,247.024812,-0.0073,[M-H]-
HR-5 21 T,247.0612,C13H12O5,247.061197,0.011,[M-H]-
HR-5 21 T,247.09758,C14H16O4,247.097583,-0.0113,[M-H]-
HR-5 21 T,247.13397,C15H20O3,247.133968,0.007,[M-H]-
HR-5 21 T,247.17035,C16H24O2,247.170354,-0.0152,[M-H]-
HR-5 21 T,248.09284,C13H15NO4,248.092832,0.0352,[M-H]-
HR-5 21 T,249.004081,C11H6O7,249.004076,0.0185,[M-H]-
HR-5 21 T,249.040461,C12H10O6,249.040462,-0.0035,[M-H]-
HR-5 21 T,249.055721,C16H10O3,249.055718,0.012,[M-H]-
HR-5 21 T,249.076841,C13H14O5,249.076847,-0.0256,[M-H]-
HR-5 21 T,249.080221,C10H18O5S,249.080218,0.0113,[M-H]-
HR-5 21 T,249.088071,C12H14N2O4,249.08808,-0.0391,[M-H]-
HR-5 21 T,249.092111,C17H14O2,249.092103,0.0301,[M-H]-
HR-5 21 T,249.113231,C14H18O4,249.113233,-0.0075,[M-H]-
HR-5 21 T,249.149621,C15H22O3,249.149618,0.0107,[M-H]-
HR-5 21 T,250.072101,C12H13NO5,250.072096,0.0206,[M-H]-
HR-5 21 T,250.108491,C13H17NO4,250.108482,0.0386,[M-H]-
HR-5 21 T,250.144871,C14H21NO3,250.144867,0.0167,[M-H]-
HR-5 21 T,251.019722,C11H8O7,251.019726,-0.0178,[M-H]-
HR-5 21 T,251.034972,C15H8O4,251.034982,-0.0422,[M-H]-
HR-5 21 T,251.056112,C12H12O6,251.056112,0.0002,[M-H]-
HR-5 21 T,251.059482,C9H16O6S,251.059482,-0.0031,[M-H]-
HR-5 21 T,251.071362,C16H12O3,251.071368,-0.0242,[M-H]-
HR-5 21 T,251.092502,C13H16O5,251.092497,0.0181,[M-H]-
HR-5 21 T,251.095852,C10H20O5S,251.095868,-0.0648,[M-H]-
HR-5 21 T,251.107762,C17H16O2,251.107753,0.0336,[M-H]-
HR-5 21 T,251.128882,C14H20O4,251.128883,-0.0037,[M-H]-
HR-5 21 T,251.165272,C15H24O3,251.165268,0.0142,[M-H]-
HR-5 21 T,251.201652,C16H28O2,251.201654,-0.0076,[M-H]-
HR-5 21 T,252.066612,C15H11NO3,252.066617,-0.0181,[M-H]-
HR-5 21 T,252.087752,C12H15NO5,252.087746,0.0241,[M-H]-
HR-5 21 T,252.124132,C13H19NO4,252.124132,0.0023,[M-H]-
HR-5 21 T,253.014243,C14H6O5,253.014247,-0.0165,[M-H]-
HR-5 21 T,253.035373,C11H10O7,253.035376,-0.014,[M-H]-
HR-5 21 T,253.050633,C15H10O4,253.050632,0.0013,[M-H]-
HR-5 21 T,253.071763,C12H14O6,253.071762,0.0038,[M-H]-
HR-5 21 T,253.087013,C16H14O3,253.087018,-0.0204,[M-H]-
HR-5 21 T,253.108153,C13H18O5,253.108147,0.0216,[M-H]-
HR-5 21 T,253.123423,C17H18O2,253.123403,0.0764,[M-H]-
HR-5 21 T,253.144533,C14H22O4,253.144533,-0.0001,[M-H]-
HR-5 21 T,253.180913,C15H26O3,253.180918,-0.0217,[M-H]-
HR-5 21 T,253.217303,C16H30O2,253.217304,-0.0039,[M-H]-
HR-5 21 T,254.045863,C14H9NO4,254.045881,-0.0715,[M-H]-
HR-5 21 T,254.082263,C15H13NO3,254.082267,-0.0144,[M-H]-
HR-5 21 T,254.103393,C12H17NO5,254.103396,-0.0119,[M-H]-
HR-5 21 T,255.029894,C14H8O5,255.029897,-0.0128,[M-H]-
HR-5 21 T,255.033274,C11H12O5S,255.033268,0.0232,[M-H]-
